X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
850.0,-850.0,45.0,0,3,Start
685.1576597022317,-746.5912757306442,45.02884165551736,1,3,Intermediate
201.169826055286,-457.55267027535945,45.02999200580291,2,3,Intermediate
150.83632150901954,-417.6432364210908,45.021094657555686,3,3,Intermediate
-29.804082000399738,-207.83914807217056,45.00930792756253,4,3,Intermediate
-188.906134838526,-6.809306478962321,45.004965074637816,5,3,Intermediate
-217.69311378763152,30.86388480354167,45.00549259092354,6,3,Intermediate
-289.33201816685676,113.0390838945838,44.998625914337616,7,3,Intermediate
-345.4748814888557,187.06126406431216,44.99732922108582,8,3,Intermediate
-441.3109009754859,313.8899771926157,44.9962077105249,9,3,Intermediate
-850.0,850.0,45.0,10,3,Goal
