Drone_ID,Waypoint,X_meters,Y_meters,Altitude_meters,Waypoint_Type
0,0,-850.0,-850.0,40.0,Start
0,1,-583.7642582620043,-463.11391667116243,39.97799229787587,Intermediate
0,2,-550.9042122814225,-414.40764284303907,39.97780415075438,Intermediate
0,3,-509.18965639853684,-350.1026921289006,39.98198689292592,Intermediate
0,4,-493.69484498561235,-324.308588452422,40.0000398523499,Intermediate
0,5,-481.5420924375429,-300.51850311575885,40.71447019185112,Intermediate
0,6,84.12258085494796,632.7432245632867,40.284237886381185,Intermediate
0,7,116.5618102368777,653.6168953586032,40.28348134842686,Intermediate
0,8,134.78591534088395,664.150114184873,40.283371673615974,Intermediate
0,9,236.03816716045543,722.2631443396059,40.000350458593,Intermediate
0,10,850.0,850.0,40.0,Goal
1,0,-850.0,850.0,40.0,Start
1,1,-602.6538245582083,562.8880785664285,40.000397764271064,Intermediate
1,2,-498.6616244905381,438.01596939660845,40.001668773777276,Intermediate
1,3,-399.718190163015,314.3239197172407,40.003826738966595,Intermediate
1,4,-389.16669176226867,296.8787899610768,40.005792422605246,Intermediate
1,5,-382.3304725170128,276.1274608723621,40.33225819956472,Intermediate
1,6,-386.97185992681375,256.6513037124789,40.269148368806164,Intermediate
1,7,-394.07275362400645,237.91893876816172,40.0001366759876,Intermediate
1,8,-376.20938786555814,217.88756360833804,39.9999072159717,Intermediate
1,9,-264.3351303108723,93.35804597870826,39.999886411294256,Intermediate
1,10,850.0,-850.0,40.0,Goal
2,0,850.0,-850.0,40.0,Start
2,1,-84.52276578918779,227.0775203003767,40.0013615352852,Intermediate
2,2,-108.38554439970378,232.04765278302978,40.00735399390934,Intermediate
2,3,-146.19053785770734,229.94493198671435,40.069662879434965,Intermediate
2,4,-343.6210436437154,207.04670822599994,40.071747890562726,Intermediate
2,5,-374.05296832540506,204.09672926853884,40.071171000676244,Intermediate
2,6,-494.4456984996843,291.58410324108644,40.03872586033535,Intermediate
2,7,-551.7904823227211,354.161629743583,40.0170895554566,Intermediate
2,8,-592.155947856001,403.68249953526663,40.01004453625773,Intermediate
2,9,-641.1316358221826,477.8194345191665,40.002841006956615,Intermediate
2,10,-850.0,850.0,40.0,Goal
3,0,850.0,850.0,40.0,Start
3,1,247.74652469844477,745.1581005001835,39.97231484105219,Intermediate
3,2,-26.68206520059838,423.2005998402747,39.97203644749223,Intermediate
3,3,-154.92196735735763,238.21789078240093,39.951258831555904,Intermediate
3,4,-160.75328162241274,204.53425945934436,39.97664851641618,Intermediate
3,5,-229.35128530585493,-261.1299221392149,39.984480355628534,Intermediate
3,6,-244.81166793318266,-281.80943156892573,39.98555572311303,Intermediate
3,7,-261.93093117894637,-300.0241446180059,39.98627556973197,Intermediate
3,8,-421.3101956531018,-463.0078097335776,40.003480851979226,Intermediate
3,9,-572.3168893989193,-613.156254799779,40.00502724338496,Intermediate
3,10,-850.0,-850.0,40.0,Goal
