X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-650.0,750.0,50.0,0,1,Start
-485.3144288997289,639.9803769025818,50.001103070942804,1,1,Intermediate
-290.8249712638473,510.50503329676224,50.00122968984324,2,1,Intermediate
-211.01304714338258,459.4972134079418,50.00131785466912,3,1,Intermediate
-166.7044618269216,431.83795278608966,50.00142415580808,4,1,Intermediate
-143.14291053882317,417.6916603615962,50.00146658291184,5,1,Intermediate
-90.83974987924154,385.32370728769126,50.00145876588334,6,1,Intermediate
-35.46615435489264,349.8983136151028,50.000050024156366,7,1,Intermediate
508.88729112028915,-351.47091719128184,50.00001892751253,8,1,Intermediate
750.0,-650.0,50.0,9,1,Goal
