X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
800.0,-800.0,55.0,0,2,Start
-229.36945144440227,167.0800768789092,54.762082079415954,1,2,Intermediate
-345.9884800222691,361.22129610726444,54.71794223337831,2,2,Intermediate
-297.06865683187175,446.11539555510626,54.7191834659201,3,2,Intermediate
-279.85396331654397,466.32705053814016,54.9995786433842,4,2,Intermediate
-219.07222389331903,470.20334604984475,55.98303542303392,5,2,Intermediate
-16.876875590590743,482.628722654501,55.983964794385955,6,2,Intermediate
3.016062020563446,484.84322329073956,55.238361553793055,7,2,Intermediate
-16.02319552962605,499.8826231957849,55.00530120313163,8,2,Intermediate
-713.0727435599035,763.5773921948326,55.00059236382323,9,2,Intermediate
-800.0,800.0,55.0,10,2,Goal
