X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-800.0,-600.0,40.0,0,0,Start
-241.52537078519964,-175.843145612789,40.00045733558723,1,0,Intermediate
23.124159342582942,95.5117444538072,40.00419412955449,2,0,Intermediate
109.67012417322577,186.48047582745684,40.048568759532685,3,0,Intermediate
166.80071375662018,247.82785772994436,40.049728594579356,4,0,Intermediate
213.50090128795156,299.75616625363784,40.051245774764745,5,0,Intermediate
259.9680718886661,353.00194004362277,40.06636391302912,6,0,Intermediate
314.9321406404334,418.7428799705266,40.069121096841904,7,0,Intermediate
600.774603454528,678.0605516324807,40.104342273077016,8,0,Intermediate
796.0039502152731,759.2694625756919,40.104014529234846,9,0,Intermediate
900.0,800.0,40.0,10,0,Goal
