X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-700.0,700.0,35.0,0,1,Start
-278.05689995171963,440.3806025319733,34.92689235444006,1,1,Intermediate
-75.93210747349715,341.59138627859784,34.71511231324787,2,1,Intermediate
25.300633744797462,294.9353287462379,34.456120511747145,3,1,Intermediate
196.0376972526766,-44.83133175601226,34.579602227179585,4,1,Intermediate
268.6060175977832,-201.47385697202765,34.67379734939397,5,1,Intermediate
371.91352238087177,-311.35858654194027,34.817908372689686,6,1,Intermediate
493.0792336943293,-430.76466610460966,34.98012483226189,7,1,Intermediate
568.7087850076273,-517.6694162325036,35.11160116816267,8,1,Intermediate
700.0,-700.0,40.0,9,1,Goal
