X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-800.0,800.0,50.0,0,1,Start
-715.1018118883424,529.8395442780746,49.99738427379772,1,1,Intermediate
-603.7546386151688,151.4559684495971,49.996556790179476,2,1,Intermediate
-556.4615820226911,-1.233065062043524,49.99210053839005,3,1,Intermediate
-521.4694303520074,-111.9675808526847,49.990593786711855,4,1,Intermediate
-504.2914394521558,-149.30052482595286,49.98789831644339,5,1,Intermediate
-439.59595963603266,-209.87685820886495,49.99566407481281,6,1,Intermediate
-423.88081592149547,-223.4360605108242,49.99609524909087,7,1,Intermediate
-398.9546761763719,-241.66354867714762,50.00162309824495,8,1,Intermediate
-266.21837902431,-307.75099203156265,50.00189779812634,9,1,Intermediate
800.0,-800.0,50.0,10,1,Goal
