X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
850.0,-850.0,40.0,0,2,Start
-453.7662006385057,196.67199529988017,40.00036935177729,1,2,Intermediate
-478.2370892773108,216.6231886487711,40.00345451854034,2,2,Intermediate
-460.66344307897356,233.37058067438628,40.00285917678222,3,2,Intermediate
-423.7345627040222,296.0444727252879,39.99497422715181,4,2,Intermediate
-397.2572109992226,368.9457472262099,39.98531928085464,5,2,Intermediate
-396.15338701101354,392.1778987105476,39.98909711085151,6,2,Intermediate
-403.516014405174,442.2496499641578,40.125570212971965,7,2,Intermediate
-479.55005686433003,603.8650058977029,40.12935174847368,8,2,Intermediate
-588.5998308798609,675.6407639036152,40.11939150813662,9,2,Intermediate
-850.0,850.0,40.0,10,2,Goal
