Drone_ID,Waypoint,X_meters,Y_meters,Altitude_meters,Waypoint_Type
0,0,-800.0,-800.0,60.0,Start
0,1,-103.17846961790659,260.83323641174377,60.018330786584016,Intermediate
0,2,-57.17728890109248,301.0278133905422,60.01834043861468,Intermediate
0,3,36.58729376185006,379.16346104976424,60.00812421491135,Intermediate
0,4,98.5183142862479,429.6215463814822,60.008078136163036,Intermediate
0,5,121.95065082404483,448.13974314188164,60.004328686221335,Intermediate
0,6,309.3789831375197,576.4351132756204,60.00433888260752,Intermediate
0,7,340.9227409936931,597.7747187756835,60.009429672478745,Intermediate
0,8,365.10539188587404,612.3099865176016,60.00941802655859,Intermediate
0,9,439.32675264073697,652.3759788584273,60.00030383999489,Intermediate
0,10,900.0,900.0,60.0,Goal
1,0,-850.0,-850.0,60.0,Start
1,1,-570.6054323689154,-327.1029071717764,60.00256246360542,Intermediate
1,2,-90.11288401173242,537.2817201549867,60.00300598509826,Intermediate
1,3,-73.35212559324695,564.0373091689539,60.00490977013342,Intermediate
1,4,236.16047326063793,341.9338176700356,60.005383146059295,Intermediate
1,5,252.3631567576725,329.3094173112479,60.0067223091186,Intermediate
1,6,232.90540258663216,321.6194368870856,60.50487154517462,Intermediate
1,7,253.49073741052888,317.8959294793788,60.50582022406027,Intermediate
1,8,293.7755744067445,333.21272571770874,60.50570900843299,Intermediate
1,9,579.8668053371495,496.28141506515465,60.465925532244945,Intermediate
1,10,639.878559508258,551.8970213829184,60.4642068180698,Intermediate
1,11,950.0,950.0,60.0,Goal
2,0,900.0,-700.0,65.0,Start
2,1,36.8525264282661,-53.180640618886834,64.99984241437822,Intermediate
2,2,-26.002090500925522,-5.746145866375377,64.99982629279447,Intermediate
2,3,-114.87098740552977,62.219373200972704,64.99981630905013,Intermediate
2,4,-136.8401543534876,82.806603624808,64.99975250399497,Intermediate
2,5,-241.05157855599748,274.09583602983867,64.99971838407212,Intermediate
2,6,-265.1616282344336,317.66035891550615,64.60605809300054,Intermediate
2,7,-278.6949284110518,332.4093251403732,64.99668304341174,Intermediate
2,8,-294.39738708289696,344.84338369739885,64.99677244184078,Intermediate
2,9,-433.5503158213902,428.4238045818981,64.99996455935018,Intermediate
2,10,-900.0,700.0,65.0,Goal
3,0,850.0,850.0,70.0,Start
3,1,662.0971729693704,493.18504402805587,70.00145119826252,Intermediate
3,2,648.3806590827515,478.2169667679108,70.0048079718887,Intermediate
3,3,633.0383557004237,464.1483806653249,70.04635580039307,Intermediate
3,4,506.208075331654,426.0925577297975,70.15870196499898,Intermediate
3,5,331.362188919107,376.500503614848,70.15857409093216,Intermediate
3,6,169.42753896032198,342.40861742872585,70.01832894619253,Intermediate
3,7,119.09265736946521,342.43939336635566,70.00921701503076,Intermediate
3,8,79.57665794621727,342.93696396488514,70.00472107777796,Intermediate
3,9,-141.01552081085566,231.98846551285263,70.00047505649457,Intermediate
3,10,-850.0,-850.0,70.0,Goal
