X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
850.0,850.0,70.0,0,3,Start
662.0971729693704,493.18504402805587,70.00145119826252,1,3,Intermediate
648.3806590827515,478.2169667679108,70.0048079718887,2,3,Intermediate
633.0383557004237,464.1483806653249,70.04635580039307,3,3,Intermediate
506.208075331654,426.0925577297975,70.15870196499898,4,3,Intermediate
331.362188919107,376.500503614848,70.15857409093216,5,3,Intermediate
169.42753896032198,342.40861742872585,70.01832894619253,6,3,Intermediate
119.09265736946521,342.43939336635566,70.00921701503076,7,3,Intermediate
79.57665794621727,342.93696396488514,70.00472107777796,8,3,Intermediate
-141.01552081085566,231.98846551285263,70.00047505649457,9,3,Intermediate
-850.0,-850.0,70.0,10,3,Goal
