X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
850.0,850.0,45.0,0,3,Start
752.6630244839291,788.8726519946148,44.99989321743027,1,3,Intermediate
534.2830303697085,647.6259472109218,44.99950132853661,2,3,Intermediate
-349.2783790625148,72.36874433338309,44.99947465262091,3,3,Intermediate
-442.6886027050524,6.090526697798855,44.93415889179913,4,3,Intermediate
-632.6703293376063,-164.3083303964031,44.935301774842266,5,3,Intermediate
-718.8564990107893,-408.2740000253631,44.99574635102256,6,3,Intermediate
-727.5428571205347,-431.5176507718634,44.99599454875711,7,3,Intermediate
-751.6012235525711,-511.2927068697895,44.996317408460264,8,3,Intermediate
-801.3311494944207,-680.0613288050793,44.999917545897205,9,3,Intermediate
-850.0,-850.0,45.0,10,3,Goal
