X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-700.0,700.0,40.0,0,1,Start
-681.3789075745129,659.382550251129,40.000636227322644,1,1,Intermediate
-645.0209994117724,597.079522676463,40.001142744369595,2,1,Intermediate
-626.7080375021796,566.2424395686448,40.046392765610285,3,1,Intermediate
-468.5403122720086,389.75778502748415,40.04641836916821,4,1,Intermediate
-345.3512406322472,265.4002421748692,40.00474767880953,5,1,Intermediate
-285.77963417622993,211.2461796432105,40.004149245504706,6,1,Intermediate
-179.5609756928914,121.2977482905918,40.004066976493824,7,1,Intermediate
37.62533506809314,-57.19097975764858,40.00209628175151,8,1,Intermediate
800.0,-600.0,40.0,9,1,Goal
