X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
750.0,-650.0,45.0,0,2,Start
142.52959863573145,129.3258698099047,44.97485199322236,1,2,Intermediate
128.9691798439618,157.88981321993833,44.964032246425674,2,2,Intermediate
115.12489409005441,177.44424774016068,45.00078736042085,3,2,Intermediate
76.47662868901348,125.88660349874772,44.98896976295783,4,2,Intermediate
-295.5372888826911,-222.39497443305086,44.98872197053085,5,2,Intermediate
-335.4843493040941,-128.47583620300105,45.00641011266462,6,2,Intermediate
-599.2662675046927,346.63209044851016,44.99613704849675,7,2,Intermediate
-649.7834354484676,445.4132996197306,44.9977757377831,8,2,Intermediate
-750.0,650.0,45.0,9,2,Goal
