X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
850.0,-850.0,40.0,0,2,Start
-84.52276578918779,227.0775203003767,40.0013615352852,1,2,Intermediate
-108.38554439970378,232.04765278302978,40.00735399390934,2,2,Intermediate
-146.19053785770734,229.94493198671435,40.069662879434965,3,2,Intermediate
-343.6210436437154,207.04670822599994,40.071747890562726,4,2,Intermediate
-374.05296832540506,204.09672926853884,40.071171000676244,5,2,Intermediate
-494.4456984996843,291.58410324108644,40.03872586033535,6,2,Intermediate
-551.7904823227211,354.161629743583,40.0170895554566,7,2,Intermediate
-592.155947856001,403.68249953526663,40.01004453625773,8,2,Intermediate
-641.1316358221826,477.8194345191665,40.002841006956615,9,2,Intermediate
-850.0,850.0,40.0,10,2,Goal
