X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
850.0,850.0,40.0,0,3,Start
247.74652469844477,745.1581005001835,39.97231484105219,1,3,Intermediate
-26.68206520059838,423.2005998402747,39.97203644749223,2,3,Intermediate
-154.92196735735763,238.21789078240093,39.951258831555904,3,3,Intermediate
-160.75328162241274,204.53425945934436,39.97664851641618,4,3,Intermediate
-229.35128530585493,-261.1299221392149,39.984480355628534,5,3,Intermediate
-244.81166793318266,-281.80943156892573,39.98555572311303,6,3,Intermediate
-261.93093117894637,-300.0241446180059,39.98627556973197,7,3,Intermediate
-421.3101956531018,-463.0078097335776,40.003480851979226,8,3,Intermediate
-572.3168893989193,-613.156254799779,40.00502724338496,9,3,Intermediate
-850.0,-850.0,40.0,10,3,Goal
