X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-700.0,-700.0,30.0,0,0,Start
-117.78295381316421,277.147623159081,30.06590850663458,1,0,Intermediate
-135.20304955025105,267.1601735616205,30.221781953998423,2,0,Intermediate
-158.25675374823345,247.6917945401463,30.231232087659432,3,0,Intermediate
-360.5186071111289,108.55734785010839,30.22726303686166,4,0,Intermediate
-407.2442926370928,53.63015347290555,30.145697186951985,5,0,Intermediate
-403.71293277836753,33.23357597582871,30.100979129342868,6,0,Intermediate
-381.7668669307737,50.63441130068843,30.07682791808427,7,0,Intermediate
-275.6029831572659,145.8156208150757,30.047194945824216,8,0,Intermediate
700.0,700.0,30.0,9,0,Goal
