X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
800.0,800.0,35.0,0,3,Start
-535.0860032920405,140.99418531753966,34.999701950283814,1,3,Intermediate
-553.617487501987,148.6459636553235,34.99502049283291,2,3,Intermediate
-573.4425658462892,171.18421574572403,34.99452039098531,3,3,Intermediate
-494.17205638781985,266.6941756017244,34.96265780063444,4,3,Intermediate
-402.14047904077745,375.97089244552586,34.96230611944353,5,3,Intermediate
-379.91628659749495,407.18243019853554,34.4104071823291,6,3,Intermediate
-398.55961137750177,399.94682973775815,34.98683093764191,7,3,Intermediate
-662.0236436119765,5.993121022279804,35.00004463889173,8,3,Intermediate
-670.4489154675429,-43.06144695220992,35.000221588523765,9,3,Intermediate
-800.0,-800.0,45.0,10,3,Goal
