Drone_ID,Waypoint,X_meters,Y_meters,Altitude_meters,Waypoint_Type
0,0,-900.0,0.0,40.0,Start
0,1,-352.332040143162,26.765661118807753,40.00025132499851,Intermediate
0,2,-322.11486151690247,26.63799345111143,40.00052118887579,Intermediate
0,3,-251.2322516986084,24.59467992618974,40.00198917960106,Intermediate
0,4,-196.06951067605272,20.15354883763037,40.01077741227422,Intermediate
0,5,15.605721310807631,-7.269100982096035,40.01107829994824,Intermediate
0,6,56.234905812831215,-11.416147577194785,40.001846752541944,Intermediate
0,7,154.0513384013461,-12.694199489480336,40.000771591391484,Intermediate
0,8,536.4084067271996,7.488392814896525,40.000743363863684,Intermediate
0,9,900.0,0.0,40.0,Goal
1,0,0.0,-900.0,40.0,Start
1,1,-103.25601516121299,-54.798296085395,40.00012620585908,Intermediate
1,2,-94.58197607767949,-84.51982589849001,40.00148208503288,Intermediate
1,3,-91.73951629886722,-104.8670833848018,39.999908972048594,Intermediate
1,4,-71.73372675105578,-87.33106178874662,39.98955641954351,Intermediate
1,5,-61.29384947822988,-65.47995392372142,39.99972539520907,Intermediate
1,6,-25.401392328371397,7.788621780823108,40.00042301297762,Intermediate
1,7,1.8000327859597305,100.8279288700956,40.00614532402163,Intermediate
1,8,31.71075266223083,240.4003429999424,40.008497274751406,Intermediate
1,9,0.0,900.0,40.0,Goal
2,0,-850.0,-850.0,45.0,Start
2,1,-318.69131873052277,-35.30657259884443,45.00012794302236,Intermediate
2,2,-200.69425097229745,142.32555698717425,45.0067950812929,Intermediate
2,3,-18.036061058487324,365.5998184204213,45.00691953350189,Intermediate
2,4,49.28689381833323,433.3462931107274,45.00742140499532,Intermediate
2,5,101.95796340826764,485.4764898340733,45.0084723883971,Intermediate
2,6,138.478597021807,502.9637348714838,45.05395644223917,Intermediate
2,7,234.39112425870218,547.0289615563079,45.03389134198917,Intermediate
2,8,316.29144855475835,586.7884259505222,45.03058702452098,Intermediate
2,9,540.2766305283747,699.5655687679103,45.00019326686588,Intermediate
2,10,850.0,850.0,45.0,Goal
3,0,850.0,-850.0,45.0,Start
3,1,685.1576597022317,-746.5912757306442,45.02884165551736,Intermediate
3,2,201.169826055286,-457.55267027535945,45.02999200580291,Intermediate
3,3,150.83632150901954,-417.6432364210908,45.021094657555686,Intermediate
3,4,-29.804082000399738,-207.83914807217056,45.00930792756253,Intermediate
3,5,-188.906134838526,-6.809306478962321,45.004965074637816,Intermediate
3,6,-217.69311378763152,30.86388480354167,45.00549259092354,Intermediate
3,7,-289.33201816685676,113.0390838945838,44.998625914337616,Intermediate
3,8,-345.4748814888557,187.06126406431216,44.99732922108582,Intermediate
3,9,-441.3109009754859,313.8899771926157,44.9962077105249,Intermediate
3,10,-850.0,850.0,45.0,Goal
