X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
0.0,-900.0,40.0,0,1,Start
-103.25601516121299,-54.798296085395,40.00012620585908,1,1,Intermediate
-94.58197607767949,-84.51982589849001,40.00148208503288,2,1,Intermediate
-91.73951629886722,-104.8670833848018,39.999908972048594,3,1,Intermediate
-71.73372675105578,-87.33106178874662,39.98955641954351,4,1,Intermediate
-61.29384947822988,-65.47995392372142,39.99972539520907,5,1,Intermediate
-25.401392328371397,7.788621780823108,40.00042301297762,6,1,Intermediate
1.8000327859597305,100.8279288700956,40.00614532402163,7,1,Intermediate
31.71075266223083,240.4003429999424,40.008497274751406,8,1,Intermediate
0.0,900.0,40.0,9,1,Goal
