X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-900.0,0.0,40.0,0,0,Start
-352.332040143162,26.765661118807753,40.00025132499851,1,0,Intermediate
-322.11486151690247,26.63799345111143,40.00052118887579,2,0,Intermediate
-251.2322516986084,24.59467992618974,40.00198917960106,3,0,Intermediate
-196.06951067605272,20.15354883763037,40.01077741227422,4,0,Intermediate
15.605721310807631,-7.269100982096035,40.01107829994824,5,0,Intermediate
56.234905812831215,-11.416147577194785,40.001846752541944,6,0,Intermediate
154.0513384013461,-12.694199489480336,40.000771591391484,7,0,Intermediate
536.4084067271996,7.488392814896525,40.000743363863684,8,0,Intermediate
900.0,0.0,40.0,9,0,Goal
