X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-700.0,700.0,40.0,0,1,Start
-545.8643964099663,170.6642368815401,40.027712684327234,1,1,Intermediate
-538.8753601682048,151.90511912130296,40.028372697364105,2,1,Intermediate
-520.0400189684387,145.12420423784258,40.02877436861374,3,1,Intermediate
-413.575799211477,154.36610732269622,40.26135878871681,4,1,Intermediate
-93.03276481429695,183.83208104648276,40.002223647800065,5,1,Intermediate
-13.453891090430975,183.78380183172894,40.00216436714471,6,1,Intermediate
69.39583732618541,91.75698283626878,40.0018539138725,7,1,Intermediate
228.63184822147528,-106.14037079638616,40.001143390635875,8,1,Intermediate
700.0,-700.0,40.0,9,1,Goal
