Drone_ID,Waypoint,X_meters,Y_meters,Altitude_meters,Waypoint_Type
0,0,-800.0,-600.0,40.0,Start
0,1,-616.5567451207697,-159.32746011684802,39.98536755472097,Intermediate
0,2,-385.64181871084924,155.55586431642445,39.98400184671161,Intermediate
0,3,-313.2656964737723,251.137799640915,39.98578762512355,Intermediate
0,4,-276.1682376726976,287.5378468253121,39.9926567007158,Intermediate
0,5,-248.3484907232763,301.3496820836394,40.00733146913173,Intermediate
0,6,-213.78200709945847,288.71963291839484,40.00939166572666,Intermediate
0,7,-101.43774159290234,243.0689379071209,40.010219039068076,Intermediate
0,8,7.313354392674638,221.2070076404174,40.010833015173155,Intermediate
0,9,395.832289677049,376.3679974988463,40.007423918146216,Intermediate
0,10,900.0,700.0,40.0,Goal
1,0,-700.0,700.0,40.0,Start
1,1,-681.3789075745129,659.382550251129,40.000636227322644,Intermediate
1,2,-645.0209994117724,597.079522676463,40.001142744369595,Intermediate
1,3,-626.7080375021796,566.2424395686448,40.046392765610285,Intermediate
1,4,-468.5403122720086,389.75778502748415,40.04641836916821,Intermediate
1,5,-345.3512406322472,265.4002421748692,40.00474767880953,Intermediate
1,6,-285.77963417622993,211.2461796432105,40.004149245504706,Intermediate
1,7,-179.5609756928914,121.2977482905918,40.004066976493824,Intermediate
1,8,37.62533506809314,-57.19097975764858,40.00209628175151,Intermediate
1,9,800.0,-600.0,40.0,Goal
2,0,750.0,-650.0,45.0,Start
2,1,142.52959863573145,129.3258698099047,44.97485199322236,Intermediate
2,2,128.9691798439618,157.88981321993833,44.964032246425674,Intermediate
2,3,115.12489409005441,177.44424774016068,45.00078736042085,Intermediate
2,4,76.47662868901348,125.88660349874772,44.98896976295783,Intermediate
2,5,-295.5372888826911,-222.39497443305086,44.98872197053085,Intermediate
2,6,-335.4843493040941,-128.47583620300105,45.00641011266462,Intermediate
2,7,-599.2662675046927,346.63209044851016,44.99613704849675,Intermediate
2,8,-649.7834354484676,445.4132996197306,44.9977757377831,Intermediate
2,9,-750.0,650.0,45.0,Goal
3,0,850.0,850.0,45.0,Start
3,1,752.6630244839291,788.8726519946148,44.99989321743027,Intermediate
3,2,534.2830303697085,647.6259472109218,44.99950132853661,Intermediate
3,3,-349.2783790625148,72.36874433338309,44.99947465262091,Intermediate
3,4,-442.6886027050524,6.090526697798855,44.93415889179913,Intermediate
3,5,-632.6703293376063,-164.3083303964031,44.935301774842266,Intermediate
3,6,-718.8564990107893,-408.2740000253631,44.99574635102256,Intermediate
3,7,-727.5428571205347,-431.5176507718634,44.99599454875711,Intermediate
3,8,-751.6012235525711,-511.2927068697895,44.996317408460264,Intermediate
3,9,-801.3311494944207,-680.0613288050793,44.999917545897205,Intermediate
3,10,-850.0,-850.0,45.0,Goal
