X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
-700.0,-600.0,50.0,0,0,Start
-143.34678842216374,-83.63132580765438,50.00013700258005,1,0,Intermediate
-144.20235319444822,-62.66005483104236,50.0103869255433,2,0,Intermediate
-287.8334840545368,-11.468362387836542,50.054222077264804,3,0,Intermediate
-478.8834736849231,-16.54072981003687,50.0542036143865,4,0,Intermediate
-495.95077764000825,-6.109589320266394,49.970225226895835,5,0,Intermediate
-475.5900914596868,14.20884599058164,49.9700214892189,6,0,Intermediate
-70.36975423861183,412.6529215464236,49.99831582236563,7,0,Intermediate
308.4021486312907,593.0991731653762,49.998653009643704,8,0,Intermediate
700.0,600.0,50.0,9,0,Goal
