X_meters,Y_meters,Altitude_meters,Waypoint,Drone_ID,Waypoint_Type
800.0,800.0,45.0,0,3,Start
104.5846896944543,394.8481490226122,44.999863819512974,1,3,Intermediate
-169.01748187067048,166.73848607262218,44.98896557486583,2,3,Intermediate
-394.4357188832735,-38.63103468760913,44.98881355995165,3,3,Intermediate
-436.05458903059855,-76.21451218675557,44.98870478622072,4,3,Intermediate
-481.9415139372802,-115.04647398735189,44.98860151248029,5,3,Intermediate
-548.7666591437153,-187.642082472864,44.98831637824439,6,3,Intermediate
-562.054268807528,-204.63617677871142,44.88269178119219,7,3,Intermediate
-625.6530093166543,-325.78970885213687,44.882476195240066,8,3,Intermediate
-671.465415608868,-434.5388512263921,44.87683268872709,9,3,Intermediate
-800.0,-800.0,30.0,10,3,Goal
