Drone_ID,Waypoint,X_meters,Y_meters,Altitude_meters,Waypoint_Type
0,0,-700.0,-700.0,30.0,Start
0,1,-332.001023597504,25.756229316129392,30.019406373250973,Intermediate
0,2,-317.25189705662217,53.28127496275542,30.025733880359738,Intermediate
0,3,-261.01065391220317,151.68893636320996,30.026330272964273,Intermediate
0,4,-226.63950001854258,205.47314182533339,30.02636112856223,Intermediate
0,5,-206.28790700371155,222.95507516455828,30.0267440723622,Intermediate
0,6,-212.775468039585,241.98238618124208,30.026949490565826,Intermediate
0,7,-195.73575831044872,257.76854490791067,30.027194960553704,Intermediate
0,8,-155.1998244040943,286.8852287418947,30.027492284920974,Intermediate
0,9,700.0,700.0,35.0,Goal
1,0,-700.0,700.0,35.0,Start
1,1,-278.05689995171963,440.3806025319733,34.92689235444006,Intermediate
1,2,-75.93210747349715,341.59138627859784,34.71511231324787,Intermediate
1,3,25.300633744797462,294.9353287462379,34.456120511747145,Intermediate
1,4,196.0376972526766,-44.83133175601226,34.579602227179585,Intermediate
1,5,268.6060175977832,-201.47385697202765,34.67379734939397,Intermediate
1,6,371.91352238087177,-311.35858654194027,34.817908372689686,Intermediate
1,7,493.0792336943293,-430.76466610460966,34.98012483226189,Intermediate
1,8,568.7087850076273,-517.6694162325036,35.11160116816267,Intermediate
1,9,700.0,-700.0,40.0,Goal
2,0,700.0,-700.0,40.0,Start
2,1,-282.7339459693832,179.59927578624496,39.99711166936283,Intermediate
2,2,-308.1997031497733,202.01909557286987,39.99708780741436,Intermediate
2,3,-330.77106010607883,220.64250556286328,39.99998722528971,Intermediate
2,4,-346.0463981836552,233.55480499084226,40.00006024437999,Intermediate
2,5,-361.8122082356913,193.49312571920427,40.00009173157069,Intermediate
2,6,-411.63199779785543,63.071190561613385,40.000139727543825,Intermediate
2,7,-423.1769027079144,43.44460781516808,40.19670994757699,Intermediate
2,8,-433.0743426280583,60.92349205471013,39.99999709230365,Intermediate
2,9,-700.0,700.0,30.0,Goal
3,0,800.0,800.0,45.0,Start
3,1,104.5846896944543,394.8481490226122,44.999863819512974,Intermediate
3,2,-169.01748187067048,166.73848607262218,44.98896557486583,Intermediate
3,3,-394.4357188832735,-38.63103468760913,44.98881355995165,Intermediate
3,4,-436.05458903059855,-76.21451218675557,44.98870478622072,Intermediate
3,5,-481.9415139372802,-115.04647398735189,44.98860151248029,Intermediate
3,6,-548.7666591437153,-187.642082472864,44.98831637824439,Intermediate
3,7,-562.054268807528,-204.63617677871142,44.88269178119219,Intermediate
3,8,-625.6530093166543,-325.78970885213687,44.882476195240066,Intermediate
3,9,-671.465415608868,-434.5388512263921,44.87683268872709,Intermediate
3,10,-800.0,-800.0,30.0,Goal
