Drone_ID,Waypoint,X_meters,Y_meters,Altitude_meters,Waypoint_Type
0,0,-500.0,-500.0,80.0,Start
0,1,-343.159824169209,-310.8886224402532,80.00568135625555,Intermediate
0,2,-246.11808040882846,-193.99334625409185,80.00604406680456,Intermediate
0,3,-207.01085021178432,-144.40461728862422,80.00605667257611,Intermediate
0,4,-197.93781731985857,-122.96767938547562,80.00607077960348,Intermediate
0,5,-188.763703544034,-100.8931712940289,80.00617277758735,Intermediate
0,6,-160.99041116169298,-31.075957864723875,83.33333667326295,Intermediate
0,7,-100.0,100.0,0.0,Goal
1,0,500.0,500.0,50.0,Start
1,1,430.4548493444275,482.6724665071695,50.000211038940364,Intermediate
1,2,259.4024074534954,439.9196288089736,50.00021006646742,Intermediate
1,3,227.25679500612415,430.6223933635607,49.9997891784446,Intermediate
1,4,207.97103900176555,422.31523389152557,49.999787692070775,Intermediate
1,5,25.700612103679358,333.9867249113169,49.99998707150696,Intermediate
1,6,-253.63917615433357,184.8153421715576,49.999988317321595,Intermediate
1,7,-100.0,100.0,50.0,Goal
2,0,-700.0,700.0,40.0,Start
2,1,-417.04947891547846,528.3045275335816,40.00058462781239,Intermediate
2,2,-399.92577459754966,517.3633815948673,40.00277506629386,Intermediate
2,3,-231.10403290194444,309.37811069186233,40.003331425393974,Intermediate
2,4,-190.40303109289349,248.5388763631723,40.00442728733083,Intermediate
2,5,-180.81586385348234,230.96685134287802,40.06736050972038,Intermediate
2,6,-162.09070722596482,132.2071116543336,40.06883244241503,Intermediate
2,7,36.33055522970138,-100.75346214773475,40.06873788587401,Intermediate
2,8,407.96744146276325,-438.5179084563744,40.052748507985974,Intermediate
2,9,700.0,-700.0,40.0,Goal
3,0,800.0,-800.0,40.0,Start
3,1,101.75261473294789,257.1690685475123,40.00193836554333,Intermediate
3,2,-99.97178571340564,352.64144929322475,40.079755514754375,Intermediate
3,3,-412.505564027698,15.23758202746161,40.09670575167608,Intermediate
3,4,-472.27763697821695,-68.95251754098537,40.10112232667618,Intermediate
3,5,-467.79839203795854,-88.49334888518354,40.246952584103354,Intermediate
3,6,-462.1411645205278,-68.72410713523747,40.24651577001965,Intermediate
3,7,-452.34548198577176,206.8900611764452,39.99877583893816,Intermediate
3,8,-347.52809747964835,450.36356091275763,39.996331678888694,Intermediate
3,9,-336.608510714442,467.2722164107915,39.99824441521454,Intermediate
3,10,-800.0,800.0,40.0,Goal
